WKT,nama,deskripsi
"POLYGON ((110.8297571 -8.2021262, 110.831817 -8.195675, 110.8325036 -8.1786839, 110.8235772 -8.1644108, 110.820144 -8.1440197, 110.8077844 -8.1521763, 110.8016046 -8.1684889, 110.7885583 -8.1426603, 110.7947381 -8.1181895, 110.7851251 -8.0896384, 110.7727654 -8.0604054, 110.7665856 -8.0420488, 110.7555992 -8.0202916, 110.7645256 -7.9998933, 110.7727654 -7.9550133, 110.7700187 -7.908088, 110.7768852 -7.8890443, 110.781005 -7.8713602, 110.7906181 -7.8550356, 110.783065 -7.8461929, 110.7844383 -7.8176228, 110.7727653 -7.8060582, 110.7645255 -7.8142215, 110.759719 -7.8264662, 110.748046 -7.8176228, 110.7370597 -7.8033371, 110.717147 -7.7890508, 110.717147 -7.7992553, 110.7006675 -7.808099, 110.6738884 -7.8033372, 110.6814414 -7.791772, 110.6711417 -7.784969, 110.6594689 -7.8019766, 110.6505425 -7.7951736, 110.6347496 -7.8033372, 110.6182701 -7.7992554, 110.6031639 -7.7951736, 110.6017906 -7.8060583, 110.5887444 -7.8094597, 110.5811913 -7.8033372, 110.5866844 -7.7917721, 110.5750115 -7.7890509, 110.5578453 -7.784969, 110.5599053 -7.7931327, 110.5413659 -7.7951736, 110.5317529 -7.7917721, 110.5152734 -7.7808872, 110.5145868 -7.7706822, 110.4981073 -7.7693215, 110.4939874 -7.752993, 110.471328 -7.6482033, 110.471328 -7.6243839, 110.4637749 -7.609411, 110.459655 -7.5828668, 110.4589684 -7.5604051, 110.4445488 -7.5440686, 110.428756 -7.5563211, 110.4122765 -7.5692538, 110.3930504 -7.593757, 110.3497918 -7.6250646, 110.3333124 -7.6407175, 110.3072199 -7.6550087, 110.2845606 -7.6842703, 110.2735743 -7.7046842, 110.2639613 -7.6856313, 110.2612147 -7.6679385, 110.2598414 -7.6570503, 110.2660212 -7.6448007, 110.2557215 -7.641398, 110.2433619 -7.6529673, 110.2227625 -7.647523, 110.206283 -7.6516062, 110.1918635 -7.6468425, 110.1650844 -7.6468425, 110.1486049 -7.6434398, 110.1376186 -7.6516062, 110.1245723 -7.6590867, 110.1204524 -7.6726968, 110.1369319 -7.6890324, 110.1321254 -7.6999198, 110.1328121 -7.7094461, 110.1355586 -7.7216938, 110.1300656 -7.7407451, 110.1252591 -7.7516312, 110.115994 -7.7597927, 110.1139341 -7.7768013, 110.0940214 -7.7829243, 110.0823485 -7.8080954, 110.0631224 -7.8148981, 110.0596892 -7.8407475, 110.0487029 -7.8502705, 110.044583 -7.8625141, 110.044583 -7.8767979, 110.0322235 -7.8883605, 110.0311888 -7.8982214, 110.1369321 -7.9424275, 110.2179563 -7.9873089, 110.2481687 -7.9975084, 110.2619015 -8.0029481, 110.2859341 -8.0104275, 110.3202664 -8.0219864, 110.3415524 -8.0294656, 110.3504788 -8.0423837, 110.3607785 -8.0559813, 110.3717648 -8.0695785, 110.3896176 -8.0716179, 110.4006039 -8.0790961, 110.41777 -8.0845347, 110.431503 -8.0892934, 110.4369961 -8.0981309, 110.4479825 -8.0994905, 110.4617153 -8.1069682, 110.4830013 -8.1110468, 110.502914 -8.1192041, 110.5207668 -8.1266814, 110.5331264 -8.132799, 110.5461727 -8.1307598, 110.5708919 -8.1361977, 110.5839382 -8.1436747, 110.5928646 -8.1463935, 110.599731 -8.1450341, 110.6120905 -8.1504718, 110.6320032 -8.1599876, 110.6484827 -8.1695032, 110.6642756 -8.1762999, 110.6917414 -8.187854, 110.7020411 -8.1851354, 110.7102808 -8.1871743, 110.7082209 -8.1939707, 110.7102808 -8.1994078, 110.7247004 -8.1980485, 110.73706 -8.1926115, 110.7480463 -8.1987281, 110.7672723 -8.1966893, 110.7899316 -8.1926115, 110.798858 -8.1946504, 110.8091577 -8.1994078, 110.8208307 -8.2028059, 110.8297571 -8.2021262))",DIY Yogyajarta,
