WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((106.8378819 -6.4506206, 106.8394268 -6.4490854, 106.8386656 -6.4485181, 106.8378819 -6.4506206)), POLYGON ((106.8386656 -6.4485181, 106.8395985 -6.446015, 106.8389976 -6.4390213, 106.8408001 -6.4357804, 106.8480099 -6.4390214, 106.8480099 -6.4548849, 106.8495549 -6.4576141, 106.8521298 -6.4560789, 106.853503 -6.4564201, 106.8565929 -6.4551408, 106.8584812 -6.4542026, 106.8596829 -6.4552261, 106.8622578 -6.4545438, 106.8598545 -6.4577847, 106.8716992 -6.4589787, 106.8753041 -6.4577847, 106.8792523 -6.4586375, 106.8819989 -6.4591493, 106.8828572 -6.4542027, 106.8828572 -6.45045, 106.8840588 -6.4453328, 106.8849171 -6.4426035, 106.8873204 -6.4412389, 106.8852604 -6.4388508, 106.8854321 -6.4368039, 106.8886936 -6.4361216, 106.8876637 -6.4340746, 106.8910969 -6.4345864, 106.8909252 -6.4325394, 106.889037 -6.4311747, 106.8917836 -6.4284454, 106.8928135 -6.4263985, 106.8965901 -6.4270808, 106.8969334 -6.4234985, 106.89762 -6.4207692, 106.9003666 -6.418381, 106.9055165 -6.4176987, 106.9065463 -6.4149693, 106.9044865 -6.4122399, 106.9086063 -6.4146281, 106.9086063 -6.4115575, 106.9122112 -6.411387, 106.9149577 -6.4141164, 106.9170177 -6.4095105, 106.9149577 -6.4045634, 106.9182193 -6.4023457, 106.9250858 -6.4026869, 106.9238841 -6.4014927, 106.9216525 -6.3970574, 106.9213093 -6.3943279, 106.9211376 -6.3902336, 106.9206226 -6.3869923, 106.918391 -6.3866512, 106.9149577 -6.3902337, 106.9103229 -6.3921102, 106.9041432 -6.391769, 106.9034565 -6.3868217, 106.9051731 -6.3832392, 106.9062031 -6.3743681, 106.9074046 -6.3702737, 106.9096362 -6.3670322, 106.9123585 -6.3642087, 106.9065221 -6.3614791, 106.8996557 -6.3706916, 106.8907293 -6.3689856, 106.8828572 -6.3706149, 106.8780263 -6.3614791, 106.8718465 -6.3594318, 106.8745931 -6.3563609, 106.8711599 -6.35329, 106.8595112 -6.3561136, 106.8560537 -6.3522664, 106.8564213 -6.3453653, 106.8495549 -6.3399057, 106.8408001 -6.3431473, 106.8382009 -6.3519251, 106.8325604 -6.3540663, 106.8286122 -6.356796, 106.8189991 -6.3588433, 106.8069585 -6.3642087, 106.7932256 -6.3631851, 106.7918523 -6.3553373, 106.7920483 -6.3508248, 106.7949665 -6.3470714, 106.7990621 -6.3451008, 106.7994297 -6.3358111, 106.8090185 -6.3150726, 106.7873891 -6.3164376, 106.778487 -6.3161915, 106.7779721 -6.3192627, 106.7783154 -6.3221632, 106.779002 -6.3259167, 106.7767704 -6.3267698, 106.7767704 -6.3294997, 106.7762554 -6.3349593, 106.7747105 -6.3375185, 106.7723072 -6.3376891, 106.7733372 -6.3433193, 106.7747105 -6.3479258, 106.7717923 -6.3509967, 106.7707623 -6.3554325, 106.7654408 -6.3566267, 106.7613209 -6.3569679, 106.758746 -6.3600388, 106.752223 -6.3600388, 106.7460431 -6.3596976, 106.7280187 -6.359527, 106.719779 -6.3602094, 106.719779 -6.3641333, 106.7170324 -6.3653276, 106.717204 -6.369422, 106.7213239 -6.3735164, 106.7221822 -6.3769284, 106.7218389 -6.3794874, 106.7218389 -6.3847759, 106.7257871 -6.3868231, 106.7290487 -6.3881878, 106.727847 -6.3938175, 106.7259588 -6.3953528, 106.7290487 -6.3985941, 106.7311086 -6.4026882, 106.7321386 -6.4061, 106.730422 -6.4119001, 106.7309369 -6.4165059, 106.7350568 -6.4194058, 106.7367734 -6.4245234, 106.7331685 -6.4270821, 106.7355718 -6.4306643, 106.7357435 -6.4359523, 106.7376317 -6.4414108, 106.7366018 -6.4460164, 106.7381467 -6.4502808, 106.7422666 -6.4495985, 106.7463865 -6.4482339, 106.7484464 -6.4460164, 106.758746 -6.4444812, 106.7685307 -6.4431166, 106.7733372 -6.4449929, 106.7772854 -6.4439695, 106.7831219 -6.4441401, 106.7877568 -6.4426049, 106.7927349 -6.4419226, 106.7990864 -6.4415814, 106.8081845 -6.4419226, 106.8138493 -6.4419226, 106.8133343 -6.4460164, 106.8143643 -6.4490868, 106.8189991 -6.4502808, 106.8232907 -6.4487456, 106.8227757 -6.4444812, 106.823119 -6.4414108, 106.8263805 -6.4414108, 106.8302429 -6.4411543, 106.8317021 -6.4461856, 106.8366803 -6.4470385, 106.8386656 -6.4485181)))",Kota Adminnistrasi Depok, Jawa Barat,
